source_id,relation,target_id
u3108351,following,u189129306
u592730371,following,u359403242
u377766775,following,u22140392
u30378270,following,u139847909
u20402945,following,u939091
u26703365,following,u21146733
u73238146,following,u29501253
u2922928743,following,u4486093643
u22429979,following,u21894812
u377766775,following,u460737707
u3093242123,following,u41160276
u17866318,followers,u1217917146421960704
u592730371,following,u237403203
u26703365,following,u204832963
u150151712,following,u93344273
u55334133,following,u34643610
u71294756,following,u24506246
u18686907,following,u246939630
u29458079,following,u76543481
u26792275,following,u579747564
u904408999,following,u270132611
u28657802,following,u18382184
u18686907,following,u343041182
u14772775,following,u1173408768
u43300047,following,u180535644
u4765364386,following,u341194704
u28785486,following,u21215620
u34713362,following,u23818581
u521747968,following,u18646108
u55334133,following,u887418059501305858
u28657802,following,u816833925456789505
u208155240,following,u20713061
u931681289614385158,following,u6017542
u21862217,following,u17060573
u110326494,following,u18464266
u1159251,following,u18379614
u43300047,following,u35586563
u820354372827758592,following,u250211424
u784890784273215488,following,u1073047860260814848
u626131422,following,u7900962
u65375759,following,u30761456
u73238146,following,u82167518
u755835576,following,u760234705618870273
u71294756,following,u263473924
u784890784273215488,following,u14735121
u63614947,following,u2977083957
u3187616987,following,u15764644
u521747968,following,u17066022
u26792275,following,u18622869
u158414847,following,u19119809
u961231092,followers,u65045121
u14834340,following,u382685028
u521747968,following,u30050899
u15675138,following,u1080587263132733442
u784890784273215488,following,u7391432
u228474571,following,u46557945
u55334133,following,u19948174
u19682187,following,u31037199
u102594136,following,u216065430
u216881337,following,u15808765
u21862217,following,u21894812
u70435999,following,u35773039
u250188760,following,u18137749
u931681289614385158,following,u788363167
u134758540,following,u4898091
u592730371,following,u2996253413
u26703365,following,u17261066
u150151712,following,u24454091
u208155240,following,u118845216
u592730371,following,u2327592480
u15764644,following,u1079104563280527364
u17004618,following,u25203361
u208155240,following,u14401698
u15976697,following,u704943112217608193
u71294756,following,u59331128
u1243560408025198593,following,u231510077
u63614947,following,u15764644
u158414847,following,u119972954
u2427885031,following,u398271367
u48511236,following,u792038436
u7426632,following,u3032109176
u21114659,following,u16930125
u39511166,following,u385877448
u158414847,following,u14834340
u17866318,following,u87968068
u228474571,following,u323599188
u39511166,following,u73206956
u2427885031,following,u24209167
u14834340,following,u1323214644
u755835576,following,u1383272101
u14834340,following,u705706292
u133880286,following,u15007149
u521747968,following,u361423497
u156393470,following,u38516217
u228474571,following,u246357149
u208155240,following,u19017675
u387900968,following,u791077327
u14834340,following,u18175442
u25203361,following,u721753117
u29458079,following,u8795772
u71294756,following,u15976697
u14834340,following,u46213956
u818282957618216960,following,u299505155
u1243560408025198593,following,u413274241
u16012783,following,u16129920
u216881337,following,u134360868
u208155240,following,u16887175
u133880286,following,u813286
u25203361,following,u25919401
u1299686030875004928,following,u335312037
u208155240,following,u64701125
u18831926,following,u344955115
u19539716,following,u20744708
u100588178,following,u16129920
u208155240,following,u372372537
u73238146,following,u10069612
u459767319,following,u15360434
u22429979,following,u771152516
u100588178,following,u18622869
u17866318,following,u235196204
u14642495,following,u325162750
u28657802,following,u235784044
u29458079,following,u16664681
u18686907,following,u14630564
u818282957618216960,following,u27695248
u759251,following,u308658903
u730520573701443584,following,u292558545
u730520573701443584,following,u57947582
u70435999,following,u5402612
u820354372827758592,following,u3298708805
u19682187,following,u731132367058968576
u26792275,following,u138787319
u1962626484,following,u608512987
u34713362,following,u16184358
u14697575,following,u654203
u2922928743,following,u222554961
u245424983,following,u22302678
u21862217,following,u19273919
u18831926,following,u305377439
u158414847,following,u97630019
u26792275,following,u2467791
u71294756,following,u224320485
u110326494,following,u148529707
u626131422,following,u1868300024
u14647570,following,u33235771
u30364057,following,u19119809
u130496027,following,u19568591
u1967275506,following,u463765807
u20562637,following,u2836421
u250188760,following,u1652541
u755835576,following,u12754772
u26792275,following,u41814169
u2427885031,following,u633976799
u444465942,following,u823245705439547394
u21862217,following,u546135718
u228474571,following,u20747881
u2922928743,following,u967027984426242053
u939091,following,u763766437
u100588178,following,u45499837
u22429979,following,u15814350
u56413858,following,u15007149
u21862217,following,u94031126
u21862217,following,u27000730
u784890784273215488,following,u14178225
u15764644,following,u15007149
u387900968,followers,u59936143
u208155240,following,u1249982359
u245424983,following,u460376288
u208155240,following,u1333467482
u29458079,following,u1108472017144201216
u34713362,following,u5695632
u11178672,following,u281713116
u1243560408025198593,following,u31037199
u8350912,following,u112754792
u14834340,following,u51781119
u722528529716383744,following,u1257667158
u783792992,following,u97474887
u2545759886,following,u1205226529455632385
u820354372827758592,following,u283258239
u14772775,following,u3107986683
u2922928743,following,u22660806
u228474571,following,u21252618
u387900968,following,u15418628
u63614947,following,u22771961
u1055907624,following,u59157393
u205392468,following,u822131894540083201
u130496027,following,u20815668
u521747968,following,u14362404
u43963249,following,u92186819
u2434191967,following,u61734492
u521747968,following,u33276161
u823083,following,u1279950177038741505
u17004618,following,u14173315
u5402612,following,u612473
u15143478,following,u556151596
u617602505,following,u4207961
u228474571,following,u352548417
u14772775,following,u16581604
u18686907,following,u19084896
u14511951,following,u34487135
u71294756,following,u80617430
u119385045,following,u73880716
u1243560408025198593,following,u16378486
u14293310,following,u97040343
u2427885031,following,u21696279
u14293310,following,u6017542
u521747968,following,u15510241
u65375759,following,u47448886
u459767319,following,u304587968
u158414847,following,u51241574
u21114659,following,u327862439
u17866318,following,u1158306108
u626131422,following,u21059255
u4765364386,following,u22771961
u1243560408025198593,following,u62103
u20479813,following,u7864222
u177564016,following,u1408003598
u626131422,following,u47063142
u18839785,following,u718009445863788544
u4303298356,following,u4970411
u208155240,following,u28628850
u820354372827758592,following,u349817494
u130496027,following,u820378690920058880
u18686907,following,u787392577
u1055907624,following,u115979444
u818282957618216960,following,u239548513
u2577886615,following,u36134346
u2884771,following,u742143
u14772775,following,u1707321486
u43963249,following,u45604374
u357606935,following,u2836421
u2434191967,following,u212657985
u1243560408025198593,following,u219141142
u228474571,followers,u46557945
u369788077,following,u822713107
u21114659,following,u12354832
u4303298356,following,u9300262
u8350912,following,u338985020
u55334133,following,u94013297
u1630896181,following,u155784594
u947924373029171200,following,u1652541
u63614947,following,u126722715
u2591320394,following,u23228918
u73238146,following,u807095
u17866318,following,u121546530
u783792992,following,u22771961
u228474571,following,u17563292
u2922928743,following,u248900032
u30378270,following,u2467791
u1159251,following,u1323730225067339784
u30378270,following,u69004966
u28657802,following,u163589845
u30364057,following,u233001368
u205392468,following,u22642788
u2591320394,following,u545107258
u205392468,following,u1094762324097822720
u55334133,following,u132496568
u755835576,following,u22879254
u3093242123,following,u4898091
u43300047,following,u18510860
u228474571,following,u1064031036
u130496027,following,u16326882
u626131422,following,u22063600
u134758540,following,u216299334
u158414847,following,u43919633
u820354372827758592,following,u160720376
u521747968,following,u4970411
u762024240,following,u418830106
u63614947,following,u893818632089763840
u1243560408025198593,following,u14193053
u1243560408025198593,following,u25911963
u28657802,following,u23394667
u15675138,following,u818948638890217473
u102594136,following,u457635380
u592730371,following,u18089606
u7587032,following,u87416722
u2591320394,following,u21406834
u931681289614385158,following,u1500129642
u784890784273215488,following,u14102215
u20402945,following,u428333
u592730371,following,u17800215
u22429979,following,u1656913327
u722528529716383744,following,u182524533
u34713362,following,u14677919
u18839785,following,u38150247
u29458079,following,u118845216
u29458079,following,u813286
u970716252179136514,following,u22545491
u722528529716383744,following,u166414119
u34868965,following,u990317363915579392
u2577886615,following,u14096763
u1299686030875004928,following,u429227921
u904408999,following,u47471027
u158414847,following,u16012783
u18103148,following,u22811937
u626131422,following,u1330457336
u16076032,following,u15987296
u4765364386,following,u2835451658
u39416218,following,u18831926
u20479813,following,u15147397
u39416218,following,u14280299
u30354991,following,u21982720
u43300047,following,u22650211
u21862217,following,u880018682
u100588178,following,u51241574
u63614947,following,u2513761008
u158414847,following,u807975026
u592730371,following,u14828860
u25203361,following,u1138076821533155328
u14647570,following,u33960482
u1394399438,following,u21572351
u880412538625810432,following,u55338739
u63614947,following,u764187379
u43963249,following,u244655353
u794815,following,u18622869
u369788077,following,u59331128
u626131422,following,u15147397
u208155240,following,u10168082
u17866318,following,u4207961
u22429979,following,u45586617
u130496027,following,u165944767
u30378270,following,u235217829
u14834340,following,u297100174
u73238146,following,u17466132
u755835576,following,u3165691046
u626131422,following,u1138076821533155328
u30354991,following,u248735463
u387900968,following,u785237870
u820354372827758592,following,u47646735
u102594136,following,u20815668
u617602505,following,u3005733012
u130496027,following,u115710058
u216881337,following,u9763482
u4041824789,following,u1887528152
u30378270,following,u760639303
u28785486,following,u51241574
u30364057,following,u16076032
u2922928743,following,u432122791
u626131422,following,u20736218
u1299686030875004928,following,u14957147
u30364057,following,u2097571
u369788077,following,u55376380
u947924373029171200,following,u7587032
u970716252179136514,following,u22044727
u2884771,following,u14437914
u2434191967,following,u17152053
u17866318,following,u21265120
u947924373029171200,following,u254873869
u39416218,following,u20523967
u17866318,following,u115393565
u21862217,following,u19186003
u2591320394,following,u1077214808
u26703365,following,u20772763
u881615056437297152,following,u41789292
u71294756,following,u259001548
u228474571,following,u12354832
u4765364386,following,u947924373029171200
u16076032,following,u17060573
u2922928743,following,u3044739166
u110326494,following,u3060489838
u42606652,following,u41814169
u21862217,following,u1014868411275411457
u71294756,following,u38495835
u43300047,following,u18464266
u100588178,following,u2369117648
u21114659,following,u248884036
u205392468,following,u35566561
u158414847,following,u118990336
u26703365,following,u72198806
u2427885031,following,u269314519
u130496027,following,u1965420800
u38647512,following,u51241574
u30354991,following,u326255267
u592730371,following,u1887528152
u30354991,following,u82939583
u32774989,following,u20344826
u626131422,following,u808108063
u17866318,following,u5741722
u818282957618216960,following,u1249982359
u17004618,following,u84957890
u3093242123,following,u9763482
u880412538625810432,following,u65375759
u3948308435,following,u17134268
u21114659,following,u224320485
u14834340,following,u7848802
u245424983,following,u388513351
u2922928743,following,u15115280
u626131422,following,u1634248890
u30354991,following,u31532083
u25203361,following,u793154304458625024
u21862217,following,u88006078
u21114659,following,u46176168
u43300047,following,u2467791
u931681289614385158,following,u4767021
u42606652,following,u34713362
u4763858353,following,u2327592480
u18686907,following,u5402612
u970716252179136514,following,u816833925456789505
u250188760,following,u14412533
u144090338,followers,u2385660031
u63614947,following,u816719802328715264
u29458079,following,u581999965
u8350912,following,u18396319
u1044241,following,u1212564056827031553
u42606652,following,u3108351
u592730371,following,u190905427
u783792992,following,u16935292
u15675138,following,u14857525
u16076032,following,u2467791
u245424983,following,u15265641
u377766775,following,u380268462
u783792992,following,u241201438
u21862217,following,u4696552878
u208155240,following,u2467791
u784890784273215488,following,u25919401
u14647570,following,u34868965
u722528529716383744,following,u2852597261
u245424983,following,u755835576
u21201150,following,u31135856
u43963249,following,u162069635
u158414847,following,u788524
u158414847,following,u17469289
u2545759886,following,u426802833
u1055907624,following,u1079802482640019456
u722528529716383744,following,u14602051
u158414847,following,u45564482
u21862217,following,u10069612
u17004618,following,u1045110787
u369788077,following,u813792250497028102
u357606935,following,u158414847
u228474571,following,u15483390
u11347122,following,u16172991
u16076032,following,u15441965
u369788077,following,u85131054
u626131422,following,u432122791
u18686907,following,u42995067
u250188760,following,u224320485
u20402945,following,u21802625
u18686907,following,u20970341
u1716121,following,u15433452
u1630896181,following,u2228878592
u28657802,following,u10069612
u521747968,following,u205302299
u15675138,following,u1339633259349745670
u18949452,following,u1707427058
u229125893,following,u262799941
u43963249,following,u210926192
u100588178,following,u27279989
u820354372827758592,following,u81572408
u15458694,following,u17376893
u19539716,following,u30364057
u21114659,following,u16045956
u17004618,following,u1074480192
u43300047,following,u845743333
u158414847,following,u701725963
u15764644,following,u502281810
u18686907,following,u44134773
u18686907,following,u438843965
u4303298356,following,u14957147
u742143,following,u265902729
u264248576,following,u358545917
u1716121,following,u14677919
u28785486,following,u35773039
u387900968,following,u455684839
u19682187,following,u26657119
u1055907624,following,u1129029661
u19682187,following,u1915033663
u3948308435,following,u3362016513
u71294756,following,u138203134
u16076032,following,u14046504
u43963184,following,u26727655
u4765364386,following,u177564016
u3948308435,following,u16675569
u16012783,following,u14569869
u4303298356,following,u14511951
u755835576,following,u32871086
u820354372827758592,following,u89887215
u14834340,following,u14362404
u15675138,following,u245874121
u15976697,following,u19658895
u4303298356,following,u14293310
u19682187,following,u218325695
u4765364386,following,u12579352
u96149284,following,u26548315
u19682187,following,u45399148
u26792275,following,u17220934
u150151712,following,u16879936
u1299686030875004928,following,u1268518472331526145
u784890784273215488,following,u380648579
u1243560408025198593,following,u4327127414
u43963249,following,u816298918468259841
u820354372827758592,following,u601148365
u70435999,following,u38271276
u626131422,following,u47285504
u30378270,following,u47034524
u970716252179136514,following,u1045110018
u2427885031,following,u216776631
u970716252179136514,following,u426028646
u110326494,following,u872143958847045632
u11347122,following,u281713116
u4765364386,following,u96015533
u3187616987,following,u939091
u818282957618216960,following,u47034524
u762024240,following,u701825647
u30354991,following,u245424983
u30364057,following,u27943005
u110326494,following,u2949261587
u21114659,following,u259395895
u158414847,following,u6017542
u11178672,followers,u964307489704546309
u880412538625810432,following,u394087611
u521747968,following,u1001285146392383489
u880412538625810432,following,u1967275506
u880412538625810432,following,u1652541
u784890784273215488,following,u55060090
u14647570,following,u1880725393
u14834340,following,u49698134
u20479813,following,u170254080
u102594136,following,u20488207
u18949452,following,u3108351
u818282957618216960,following,u170699708
u970716252179136514,following,u59157393
u22429979,following,u11783502
u14293310,following,u15279429
u22429979,following,u16046443
u1055907624,following,u231510077
u26792275,following,u9300262
u3948308435,following,u455684839
u16012783,following,u89820928
u43963249,following,u2097571
u970716252179136514,following,u1058717720
u110326494,following,u20715936
u21114659,following,u78445977
u19682187,following,u7391432
u73238146,following,u21414576
u14772775,following,u33276161
u216881337,following,u1367531
u205392468,following,u1078749802765139968
u205392468,following,u1079776144524754944
u4041824789,following,u166414119
u931681289614385158,following,u1270531866634878977
u71294756,following,u1111940934
u19682187,following,u196299243
u2922928743,following,u2366113867
u722528529716383744,following,u2996253413
u970716252179136514,following,u23593446
u19682187,following,u286476728
u1243560408025198593,following,u8953122
u784890784273215488,following,u3003886063
u100588178,following,u89820928
u71294756,following,u25084916
u205392468,following,u15745368
u947924373029171200,following,u19985444
u4765364386,following,u927604589909733376
u18949452,following,u807095
u521747968,following,u713839291210792960
u18831926,following,u3047925973
u14834340,following,u47402953
u1081222837459996672,following,u3108351
u208155240,following,u21878732
u818282957618216960,following,u71294756
u783792992,following,u547114168
u205392468,following,u21313053
u43300047,following,u816298918468259841
u70435999,followers,u43414431
u377766775,following,u521747968
u32774989,following,u34793170
u38647512,following,u134758540
u250188760,following,u15463671
u177564016,following,u50772918
u904408999,following,u1269975524295815169
u70435999,following,u116363549
u14772775,following,u15976705
u100588178,following,u2467791
u784890784273215488,following,u703959293616365568
u592730371,following,u41160276
u18686907,following,u167518667
u228474571,following,u1192160073897988096
u144090338,following,u493714995
u16012783,following,u14857525
u626131422,following,u12609292
u14834340,following,u842818527467917312
u16076032,following,u39308549
u15675138,following,u153181367
u28785486,following,u21023681
u16012783,following,u16017475
u1299686030875004928,following,u14879800
u17264476,following,u742453163098296320
u17004618,following,u2329492448
u521747968,following,u2674458072
u357606935,following,u1148468052
u759251,following,u14159148
u11178672,following,u939091
u73238146,following,u816869611480186880
u4765364386,following,u109579534
u15675138,following,u523509739
u15458694,following,u120180668
u15675138,following,u1876175636
u19682187,following,u21867341
u205392468,following,u39416218
u16076032,following,u1332630685
u1243560408025198593,following,u1322678960
u19539716,following,u753623149929869312
u23970102,following,u800707492346925056
u4041824789,following,u50769180
u43300047,following,u564069706
u208155240,following,u197496309
u2434191967,following,u110213124
u813286,following,u115979444
u20402945,following,u15164565
u369788077,following,u2267241
u904408999,following,u11674792
u1243560408025198593,following,u158414847
u158414847,following,u594175899
u2884771,following,u1339835893
u55334133,following,u17291393
u17004618,following,u968650362
u16012783,following,u427630477
u2922928743,following,u2228878592
u15862891,following,u1134059457191776257
u1055907624,following,u910492003359760384
u18831926,following,u187838951
u823083,following,u62591681
u26703365,following,u836256588
u11347122,following,u17357428
u43300047,following,u15808765
u21862217,following,u783792992
u16076032,following,u1450298610
u377766775,following,u15268600
u592730371,following,u19218053
u15458694,following,u77852581
u17004618,following,u13404292
u931681289614385158,following,u1022693675250249729
u931681289614385158,following,u822215673812119553
u29458079,following,u136361303
u3093242123,following,u112047805
u377766775,following,u14336609
u1055907624,following,u137794015
u43300047,following,u3060489838
u20479813,following,u16848539
u158414847,following,u930552552302792705
u807095,following,u185270017
u25203361,following,u26563129
u130496027,following,u27075032
u21862217,following,u149954544
u14834340,following,u22998311
u134758540,following,u17004618
u369788077,following,u98471035
u130496027,following,u50011708
u71294756,following,u114870265
u216881337,following,u14410652
u755835576,following,u4799224200
u26792275,following,u31127446
u100588178,following,u3930472251
u29458079,following,u15745368
u43300047,following,u2311193425
u3093242123,followers,u116579971
u592730371,following,u2643570679
u2922928743,following,u18851248
u245424983,following,u626131422
u130496027,following,u167518667
u63614947,following,u15675138
u970716252179136514,following,u1129029661
u626131422,following,u47455112
u762024240,following,u245441097
u30378270,following,u4282171
u250188760,following,u2347049341
u19682187,following,u13657922
u2922928743,following,u815769588340236289
u970716252179136514,following,u158426909
u1716121,following,u14437914
u15675138,following,u216776631
u939091,following,u14185317
u26703365,following,u23818581
u43963249,following,u1542372750
u130496027,following,u23394667
u28657802,following,u329115426
u25203361,following,u1022205418410520579
u14511951,following,u16935292
u73238146,following,u17006157
u102594136,following,u52260364
u459767319,following,u1880725393
u63614947,following,u123327472
u63614947,followers,u2329492448
u208155240,following,u44385628
u1243560408025198593,following,u787392577
u3948308435,following,u204832963
u15458694,following,u21431618
u19682187,following,u280664117
u70435999,following,u17384585
u783792992,following,u150078976
u11347122,following,u63004503
u70435999,followers,u18831926
u2434191967,following,u471677441
u28785486,following,u2467791
u18686907,following,u89887215
u30354991,following,u98554447
u759251,following,u230787751
u144090338,following,u16302354
u1630896181,following,u20783
u20402945,following,u5988062
u1394399438,following,u1339835893
u1243560408025198593,following,u467726691
u22429979,following,u3349241
u38647512,following,u813286
u1055907624,following,u21419504
u592730371,following,u770619360062898176
u133880286,following,u73206956
u820354372827758592,following,u14327933
u29458079,following,u16012783
u130496027,following,u432122791
u722528529716383744,following,u557046603
u144090338,following,u1212564056827031553
u387900968,followers,u32774989
u144090338,following,u18097569
u29458079,following,u15676578
u1243560408025198593,following,u241201438
u130496027,following,u1332630685
u14834340,following,u113064158
u784890784273215488,following,u23314049
u144090338,followers,u17195540
u783792992,following,u292083207
u18831926,following,u385877448
u1243560408025198593,following,u1343578440977494018
u73238146,following,u45604374
u14834340,following,u19750159
u18686907,following,u27013347
u2427885031,following,u299505155
u1159251,following,u61371461
u784890784273215488,following,u880018682
u592730371,following,u19149039
u16076032,following,u1652541
u216881337,following,u22509548
u26703365,following,u32004130
u592730371,following,u25386925
u18686907,following,u15098373
u158414847,following,u324703658
u783792992,following,u49698134
u4765364386,following,u5447242
u1055907624,following,u16334139
u100588178,following,u14089195
u14772775,following,u816719802328715264
u26792275,following,u410070653
u19682187,following,u160720376
u119385045,following,u73672445
u592730371,following,u19985444
u158414847,following,u357606935
u15143478,following,u482388629
u26792275,following,u620253665
u26703365,following,u121597316
u28785486,following,u17028405
u17866318,following,u18686907
u813286,following,u388513351
u2884771,following,u818927131883356161
u63614947,following,u3018670151
u19682187,following,u130557513
u722528529716383744,following,u757537572
u21862217,following,u14931637
u369788077,following,u21212087
u1299686030875004928,following,u297100174
u784890784273215488,following,u4541535439
u17866318,following,u247334603
u1630896181,following,u138203134
u820354372827758592,following,u842550390818201600
u2545759886,following,u32871086
u1243560408025198593,following,u2097571
u108977933,following,u72198806
u26792275,following,u49279876
u2884771,following,u14677919
u931681289614385158,following,u1187835922118787073
u161801527,following,u245424983
u21114659,following,u2319632756
u28657802,following,u16832632
u16012783,following,u11744152
u28657802,following,u61734492
u820354372827758592,following,u97630019
u158414847,following,u2303751216
u880412538625810432,following,u3840
u592730371,following,u4787411118
u21862217,following,u353422065
u18949452,following,u15164565
u102594136,following,u132496568
u1243560408025198593,following,u55376380
u18686907,following,u976995099170062338
u759251,following,u66591836
u18949452,following,u15922214
u626131422,followers,u2783231383
u71294756,following,u15987296
u228474571,following,u20114089
u130496027,following,u521747968
u4763858353,following,u1321319260249972736
u30364057,following,u226320142
u158414847,following,u3108351
u23970102,following,u10774652
u43300047,following,u1634248890
u2591320394,following,u23401392
u18686907,following,u28162211
u28657802,following,u32787951
u71294756,following,u133028836
u755835576,following,u1311714648622870529
u15764644,following,u31128529
u961231092,following,u19580890
u130496027,following,u20616741
u55334133,following,u3060489838
u73238146,following,u137466464
u21862217,following,u25704351
u2591320394,following,u13829492
u177564016,following,u963480595
u4763858353,following,u252608121
u14834340,following,u47438401
u43963249,following,u14677751
u17264476,following,u802622679287205888
u29458079,following,u27386099
u970716252179136514,following,u18686907
u16076032,following,u393469195
u3093242123,following,u44385628
u1243560408025198593,following,u1130070541
u208155240,following,u118756393
u784890784273215488,following,u1081222837459996672
u100588178,following,u35586563
u19682187,following,u16008890
u228474571,following,u928744998
u14511951,following,u182161200
u18831926,following,u6134882
u783792992,following,u950952511556538368
u818282957618216960,following,u83374478
u947924373029171200,following,u1707321486
u245424983,following,u7651862
u26703365,following,u91180720
u783792992,following,u1129029661
u377766775,following,u1674565926
u961231092,following,u20442002
u15210670,following,u168470806
u63614947,following,u800707492346925056
u29458079,following,u878247600096509952
u15458694,following,u47991586
u2884771,following,u2303751216
u16012783,following,u4970411
u102594136,following,u1073047860260814848
u783792992,following,u3044739166
u947924373029171200,following,u1367531
u2545759886,followers,u225779417
u1243560408025198593,following,u216776631
u30354991,following,u139847909
u177564016,following,u704391334128394240
u820354372827758592,following,u19702547
u14293310,following,u2329066872
u20479813,following,u288452305
u592730371,following,u1150821796112764928
u28785486,following,u17787008
u19682187,following,u36424664
u17866318,following,u160720376
u626131422,following,u27187343
u183749519,following,u1480749782
u110326494,following,u78768913
u228474571,following,u82489457
u144090338,following,u1322678960
u250188760,following,u18695134
u102594136,following,u326562333
u14772775,following,u838129357
u28657802,following,u18695134
u208155240,following,u19811190
u16012783,following,u126062842
u26703365,following,u19877186
u369788077,following,u930552552302792705
u592730371,following,u16076032
u970716252179136514,following,u16291449
u626131422,following,u4696552878
u1055907624,following,u30354991
u4041824789,following,u818927131883356161
u19778050,following,u51241574
u26792275,following,u811239440916054016
u16012783,following,u14046504
u14772775,following,u301863076
u880412538625810432,following,u17469289
u130496027,following,u1081222837459996672
u818282957618216960,following,u3129968261
u183749519,following,u301863076
u18686907,following,u298109087
u102594136,following,u110213124
u592730371,following,u119099353
u30378270,following,u1310360861219848192
u108977933,following,u150078976
u19682187,following,u1038241060516900864
u14293310,following,u16664681
u30364057,following,u2329066872
u21862217,following,u387937220
u1044241,following,u16191793
u369788077,following,u1634248890
u16012783,following,u12245632
u100588178,following,u14377605
u820354372827758592,following,u855240223432769538
u592730371,following,u2388042907
u26792275,following,u148529707
u820354372827758592,following,u5988062
u39511166,following,u51241574
u228474571,following,u14552725
u26792275,following,u15503210
u970716252179136514,following,u233842454
u158414847,following,u86129724
u784890784273215488,following,u801549353227841536
u245424983,following,u1343578440977494018
u14834340,following,u864674587518287872
u48511236,following,u17892496
u592730371,following,u19017675
u17866318,following,u104960470
u30364057,following,u221185711
u357606935,following,u18510860
u70435999,following,u1079360602454163456
u1243560408025198593,following,u34312259
u71294756,following,u255347566
u26703365,following,u810590628727914496
u26703365,following,u816869611480186880
u961231092,following,u50058630
u1962626484,following,u57464474
u377766775,following,u47433923
u357606935,following,u18191927
u784890784273215488,following,u77314692
u15764644,following,u137794015
u30364057,following,u2400284491
u2982269822,following,u134758540
u19682187,following,u14173315
u3948308435,following,u17995040
u18686907,following,u2475407894
u34868965,following,u18379614
u970716252179136514,following,u39000115
u100588178,followers,u1257381543137460225
u43963249,following,u61734492
u2427885031,following,u42971403
u567192377,following,u48927175
u20479813,following,u1548756205
u73238146,following,u20772763
u43300047,following,u226222147
u30354991,following,u428333
u22429979,following,u45604374
u108977933,following,u939091
u16076032,following,u87818409
u161801527,following,u17220934
u4041824789,following,u1259714432
u2922928743,following,u2537753422
u3093242123,following,u34868965
u2427885031,following,u19146492
u970716252179136514,following,u172858784
u108977933,following,u824797212425191425
u961231092,following,u471677441
u43300047,following,u193441812
u722528529716383744,following,u713179445
u7426632,followers,u1098091506886471680
u11347122,following,u500436115
u110326494,following,u489940229
u17866318,following,u11347122
u521747968,following,u288277167
u931681289614385158,following,u859409582426251269
u29458079,following,u14268812
u755835576,following,u47999705
u26703365,following,u15164565
u43300047,following,u571297251
u592730371,following,u98906083
u784890784273215488,following,u31611298
u228474571,following,u37865281
u216881337,following,u86177206
u119385045,following,u1080584229510172678
u784890784273215488,following,u18812572
u73238146,following,u14513611
u245424983,following,u2800581040
u228474571,following,u230787751
u762024240,following,u1022693675250249729
u4041824789,following,u772934961766608897
u16076032,following,u18851248
u15675138,following,u1017819745880543238
u22429979,following,u96675300
u208155240,following,u35218566
u21862217,following,u1084586335585865728
u21862217,following,u1088862056705593344
u2922928743,following,u17066022
u15862891,following,u1323730225067339784
u229125893,following,u13262862
u3093242123,following,u51241574
u784890784273215488,following,u101816065
u23970102,following,u235839823
u30364057,following,u15952856
u4303298356,following,u16153562
u28657802,following,u251983774
u357606935,following,u25704351
u39416218,following,u16491569
u369788077,following,u43460864
u961231092,following,u1325181584509726720
u961231092,following,u1009716150895341568
u2924521080,following,u1934388686
u56413858,following,u118845216
u26792275,following,u14246001
u4041824789,following,u23359769
u21114659,following,u1463193979
u783792992,following,u5402612
u2427885031,following,u24752038
u30364057,following,u586749256
u15675138,following,u931614483050414080
u369788077,following,u14135350
u100588178,following,u783792992
u158414847,following,u2836421
u30354991,following,u17291393
u14647570,following,u17494010
u2922928743,following,u887910415606267904
u2922928743,following,u872143958847045632
u626131422,followers,u37945830
u820354372827758592,following,u288277167
u30364057,following,u54617733
u931681289614385158,following,u17351167
u369788077,following,u4662969794
u710425811925471232,following,u630605295
u250188760,following,u23818581
u34713362,following,u9300262
u2884771,following,u1652541
u43963249,following,u13491312
u592730371,following,u23022687
u245424983,following,u763766437
u14293310,following,u428333
u369788077,following,u931187167811985409
u19682187,following,u17261066
u16076032,following,u788524
u228474571,following,u102071743
u22429979,following,u355591226
u15764644,following,u39249305
u1243560408025198593,following,u3622368202
u14697575,following,u13850422
u18686907,following,u567607474
u63614947,following,u1248996730940448774
u73238146,following,u20715936
u147994804,following,u1229409219566112768
u2545759886,following,u19084896
u15675138,following,u1340783304304410625
u71294756,following,u17689864
u931681289614385158,following,u17469289
u2922928743,following,u25896607
u30354991,following,u942156122
u15675138,following,u15765991
u229125893,following,u88215673
u38647512,following,u355989081
u102594136,following,u566445645
u250188760,following,u171598736
u158414847,following,u71048726
u14834340,following,u212657985
u2427885031,following,u47156708
u228474571,following,u807176238
u2545759886,following,u14647570
u208155240,following,u29769998
u15458694,following,u16467567
u2922928743,following,u101816065
u2922928743,following,u926601
u150151712,following,u11904592
u592730371,following,u192615461
u28657802,following,u763766437
u820354372827758592,following,u921728354
u1962626484,following,u19117046
u14834340,following,u14413466
u16012783,following,u15416505
u4041824789,following,u1397501864
u592730371,following,u50434933
u521747968,following,u129879105
u71294756,following,u150240350
u14642495,following,u75209239
u17866318,following,u21307076
u1243560408025198593,following,u14335586
u228474571,following,u14348157
u100588178,following,u198357693
u626131422,following,u114870265
u22429979,following,u14617155
u158414847,following,u820705814906339328
u158414847,following,u19777398
u18831926,following,u30761456
u110326494,following,u1080539438508400642
u65375759,following,u18983429
u14647570,following,u49457868
u21114659,following,u20245775
u970716252179136514,following,u2167097881
u73238146,following,u521747968
u20562637,following,u19546277
u1243560408025198593,following,u3291400541
u43300047,following,u13524182
u617602505,following,u15281391
